semester,cgpa,attendance,average_marks,highest_marks,lowest_marks,target
4,5.76,50.52,69.17,74.8,62.26,High
1,7.9,54.73,76.58,84.08,70.07,Moderate
7,9.07,91.12,82.6,94.35,71.68,Low
2,5.39,97.03,59.72,61.83,52.79,Moderate
3,6.88,61.26,75.58,91.15,65.19,Moderate
8,5.78,92.47,65.32,72.07,49.34,High
5,6.72,71.5,72.36,80.9,66.96,Moderate
2,7.06,85.36,87.66,93.9,77.6,Moderate
4,7.09,86.96,74.79,84.96,74.17,Moderate
5,7.53,99.34,93.04,100.0,82.03,Low
2,7.81,97.59,86.54,91.9,71.8,Low
6,8.15,72.77,75.43,76.55,68.66,Moderate
2,7.36,82.88,79.62,88.0,71.05,Moderate
3,8.53,50.0,71.97,75.7,62.9,Moderate
5,8.07,79.61,80.39,90.73,62.7,Moderate
6,6.78,75.65,65.76,71.93,58.22,Moderate
7,6.74,79.67,68.34,74.6,57.17,High
4,8.02,100.0,83.31,96.74,76.75,Low
6,6.76,97.73,69.45,80.09,58.57,Moderate
5,6.8,92.07,73.7,81.38,61.58,Moderate
4,6.79,86.89,68.57,76.0,65.45,Moderate
5,8.78,100.0,93.66,95.73,89.12,Low
2,7.8,100.0,77.6,92.48,69.01,Low
6,7.15,100.0,60.3,64.3,49.01,Moderate
2,7.19,85.96,71.95,80.13,63.32,Moderate
5,6.54,91.17,67.29,78.85,52.06,Moderate
6,9.14,100.0,92.02,100.0,74.3,Low
6,9.14,100.0,94.6,100.0,82.11,Low
4,8.26,86.55,71.7,77.3,62.78,Low
4,8.24,90.21,77.72,87.33,72.28,Low
7,9.18,70.4,83.09,93.47,76.68,Low
5,6.44,75.71,55.24,62.58,47.71,High
4,7.73,61.33,69.6,80.86,62.23,Moderate
3,7.0,87.07,71.98,79.9,64.1,Moderate
3,8.29,97.2,80.84,87.28,77.01,Low
1,8.21,58.32,68.96,73.93,52.38,High
7,8.4,77.49,84.71,94.45,81.19,Moderate
4,7.42,74.43,72.24,84.9,64.56,Moderate
1,9.03,100.0,75.39,81.23,66.9,Low
6,8.88,100.0,92.96,99.01,90.75,Low
3,6.08,81.37,52.89,56.56,38.18,High
6,7.92,66.43,68.32,78.3,62.14,Moderate
6,7.63,69.27,73.0,80.5,58.5,Moderate
3,8.2,80.49,85.08,91.47,73.18,Low
7,7.01,100.0,75.27,88.43,73.49,Low
4,7.59,89.08,64.64,73.7,56.43,Moderate
5,6.08,75.33,50.32,53.24,49.53,High
4,6.67,60.87,73.0,77.99,64.66,High
6,5.12,77.5,62.63,72.45,51.68,High
4,8.88,93.53,95.34,100.0,81.97,Low
7,7.56,68.56,79.12,84.06,69.85,Moderate
4,7.43,100.0,85.92,90.19,75.28,Low
4,8.29,57.91,68.18,70.88,57.48,High
5,6.61,62.2,67.61,75.95,59.11,High
2,8.41,80.06,78.55,79.44,62.85,Low
6,7.07,52.7,62.81,71.62,54.7,High
6,5.67,58.89,46.82,57.79,37.34,High
1,8.28,81.34,85.48,89.67,74.41,Low
3,5.5,100.0,68.01,75.73,59.15,Moderate
8,8.89,73.71,75.84,88.43,66.76,Low
8,7.56,69.27,71.2,75.75,57.11,Moderate
5,7.9,73.63,76.8,83.89,69.86,Moderate
6,7.49,100.0,91.35,93.65,84.08,Low
2,6.84,71.81,60.54,62.79,52.57,High
5,7.54,83.06,75.14,82.43,68.85,Moderate
5,6.48,76.94,90.52,96.04,74.89,Low
3,5.99,98.7,80.32,87.2,65.33,Moderate
2,6.07,77.32,51.69,59.87,35.41,High
7,7.86,94.88,84.96,94.98,74.58,Low
8,9.38,98.71,93.58,100.0,88.54,Low
7,7.55,78.27,83.03,87.74,82.15,Moderate
5,5.69,97.67,57.05,72.18,40.93,High
3,5.4,90.03,51.04,64.21,46.34,High
2,5.96,92.71,59.32,65.63,53.01,Moderate
8,5.95,75.95,51.98,54.87,41.72,High
3,8.68,77.27,83.52,100.0,70.31,Moderate
7,7.7,82.92,73.93,85.85,63.06,Moderate
7,9.07,95.74,95.09,100.0,81.23,Low
7,6.14,77.72,69.12,72.69,64.59,High
7,6.48,88.09,85.08,98.02,72.23,Moderate
3,6.91,92.36,71.95,74.22,68.13,Moderate
1,8.21,95.7,85.21,92.85,74.11,Low
4,9.65,89.54,95.46,97.14,94.23,Low
8,5.37,63.1,54.94,64.55,41.86,High
4,8.69,80.62,80.53,81.75,66.97,Low
5,8.27,80.55,72.42,88.54,61.28,Low
5,8.97,70.64,85.98,94.77,75.49,Low
5,8.44,85.65,93.8,100.0,79.55,Low
5,7.54,95.05,80.96,93.05,74.12,Low
2,7.15,70.21,62.16,73.15,50.42,Moderate
4,6.92,69.81,71.61,82.08,57.41,Moderate
1,8.97,88.17,93.68,100.0,90.83,Low
3,7.67,100.0,82.07,94.11,73.15,Low
1,9.29,81.66,97.46,100.0,89.68,Low
8,7.49,100.0,86.5,89.84,79.86,Low
5,9.65,92.4,92.88,96.41,85.72,Low
8,7.26,97.07,59.9,68.24,47.79,Moderate
6,9.95,83.42,98.0,100.0,87.27,Low
2,8.54,88.61,95.14,100.0,77.36,Low
2,9.82,77.44,85.69,92.67,74.6,Low
2,7.26,80.75,75.81,78.44,69.85,Moderate
4,8.96,76.88,81.83,86.39,71.98,Low
2,6.55,95.36,74.59,85.63,69.37,Moderate
4,8.15,100.0,83.84,90.0,72.05,Low
6,8.14,81.69,89.5,97.69,77.81,Low
7,8.4,88.71,88.18,98.56,73.27,Low
3,9.24,84.18,89.86,93.53,79.0,Low
8,6.8,82.7,52.4,60.39,43.75,High
4,7.39,94.88,82.95,86.12,67.41,Low
2,7.35,99.05,88.93,92.08,79.83,Low
7,7.4,87.55,64.02,74.83,56.56,Moderate
6,8.0,85.8,73.3,80.51,63.13,Moderate
1,8.5,71.11,90.56,100.0,82.66,Moderate
1,8.87,96.69,96.38,98.21,85.67,Low
3,7.37,73.57,74.77,88.92,64.59,Moderate
6,8.35,79.36,93.76,100.0,79.3,Low
3,9.53,80.21,85.13,86.13,71.36,Low
5,7.01,71.0,74.78,78.87,61.02,Moderate
8,6.58,59.44,63.16,68.45,52.0,High
3,7.11,85.77,76.25,87.78,67.89,Moderate
4,8.94,69.53,81.41,88.73,76.1,Low
6,5.66,90.62,50.36,55.17,46.64,High
4,7.28,72.85,66.55,70.9,61.13,Moderate
1,6.46,90.69,70.83,79.57,64.28,Moderate
7,7.79,82.42,83.3,96.22,65.08,Low
8,7.83,84.54,74.3,78.93,65.67,Low
7,7.13,78.72,70.33,73.49,66.55,Moderate
3,7.48,86.96,73.94,84.63,65.77,Moderate
8,6.27,55.24,71.24,80.36,57.1,High
6,8.83,100.0,86.25,92.5,81.4,Low
1,8.24,85.04,88.0,95.59,77.21,Low
5,7.58,81.79,90.43,100.0,73.84,Moderate
6,5.66,95.34,69.17,71.75,66.83,Moderate
4,9.13,74.33,81.64,83.77,74.28,Low
7,7.69,72.87,68.63,71.25,56.82,Moderate
5,6.72,83.51,68.75,75.57,63.54,Moderate
4,7.11,61.52,71.9,80.78,63.91,High
1,7.34,91.77,76.24,87.88,59.21,Moderate
6,5.87,100.0,65.79,78.39,59.07,Moderate
8,8.74,97.85,98.0,100.0,85.63,Low
1,6.97,62.45,74.6,82.53,68.85,Moderate
5,5.98,69.72,61.57,68.5,54.67,High
5,9.78,87.08,91.0,94.13,79.4,Low
8,6.06,72.38,67.19,75.48,58.21,High
3,9.91,95.35,98.0,100.0,85.05,Low
2,7.3,71.34,72.72,80.66,67.02,Moderate
6,6.47,96.41,64.16,72.02,47.94,High
5,8.8,100.0,93.47,100.0,85.69,Low
7,5.43,99.15,74.2,79.31,64.36,Moderate
1,5.58,63.42,53.27,65.42,41.17,High
5,6.81,78.29,67.22,67.92,52.53,High
8,7.49,64.06,66.0,71.14,58.52,High
5,7.38,91.11,68.63,77.56,68.25,Low
1,8.88,100.0,89.27,100.0,75.55,Low
4,6.3,61.14,61.48,76.79,54.32,High
7,8.58,80.76,78.44,84.13,77.38,Low
8,6.33,100.0,69.43,77.9,66.04,Moderate
5,8.79,100.0,97.96,100.0,86.73,Low
6,7.32,65.18,73.14,79.18,64.25,Moderate
7,6.01,83.63,56.51,59.75,51.02,High
3,8.53,100.0,78.89,92.64,69.1,Low
2,7.86,70.35,68.1,78.45,63.28,Moderate
8,4.72,50.0,40.39,40.79,34.99,High
2,8.66,71.24,87.46,89.59,76.44,Moderate
4,8.27,55.27,73.64,82.79,61.17,Moderate
2,6.61,70.2,65.08,71.11,56.26,High
2,8.41,100.0,94.39,100.0,85.5,Low
1,5.88,72.37,73.59,76.46,65.1,Moderate
5,7.03,100.0,72.87,81.62,63.41,Moderate
6,9.01,87.15,91.51,95.16,85.04,Low
8,6.28,68.85,68.46,83.81,52.76,High
2,5.82,68.23,71.29,81.1,65.52,High
4,8.54,82.39,73.66,84.18,66.11,Low
4,8.69,83.22,95.33,100.0,86.71,Low
2,7.69,100.0,75.94,76.22,64.49,Low
7,6.19,67.86,63.02,71.87,62.49,High
1,8.15,88.44,78.99,87.39,70.06,Low
4,8.46,100.0,96.16,100.0,92.28,Low
7,8.2,86.91,75.93,82.08,66.0,Low
1,8.2,94.15,82.51,89.1,75.87,Low
4,8.36,85.97,79.53,88.1,76.06,Low
8,6.73,88.75,73.06,75.66,61.98,Moderate
1,9.42,98.45,91.02,98.17,81.5,Low
4,6.48,66.43,63.7,77.17,62.1,High
5,7.36,78.49,71.16,81.54,62.28,Moderate
8,6.48,53.13,57.31,62.19,51.18,High
8,9.25,83.61,75.34,85.41,63.59,Low
4,9.24,100.0,92.04,100.0,83.15,Low
8,10.0,77.62,77.52,82.74,69.41,Low
8,6.71,83.62,77.0,87.36,70.49,Moderate
6,9.52,80.39,87.73,89.11,78.1,Low
6,10.0,82.85,88.38,100.0,77.43,Low
1,10.0,88.29,95.39,100.0,86.69,Low
2,8.63,82.96,89.39,99.99,82.39,Low
5,6.78,100.0,71.47,78.5,66.36,Moderate
4,7.14,69.07,78.95,83.82,71.61,Moderate
1,8.73,91.11,89.72,96.55,82.33,Low
6,8.25,60.61,79.94,84.19,71.68,Moderate
2,7.7,100.0,77.35,85.59,71.14,Low
7,6.68,57.91,68.66,72.58,60.23,High
3,10.0,79.51,89.48,99.13,89.33,Low
5,7.72,73.47,70.39,74.75,67.89,Moderate
8,8.67,82.22,81.26,93.27,78.0,Low
3,10.0,76.8,75.69,86.82,63.05,Low
4,8.36,70.1,77.01,81.73,71.37,Moderate
2,6.26,63.76,70.42,76.74,62.31,High
4,9.57,80.01,98.0,100.0,91.21,Low
5,8.21,63.74,66.32,72.39,52.94,Moderate
7,8.46,84.91,82.29,89.56,72.97,Low
3,8.14,81.74,82.08,85.78,69.19,Moderate
8,5.6,97.15,70.95,82.07,63.66,Moderate
8,7.12,82.63,85.64,91.06,82.57,Low
5,9.42,100.0,98.0,100.0,91.46,Low
3,7.43,77.36,75.69,84.12,68.19,Moderate
6,10.0,100.0,88.78,100.0,83.69,Low
1,7.9,69.83,70.1,77.58,60.3,Moderate
1,5.77,65.89,59.74,67.38,48.94,High
4,6.87,86.1,74.24,83.61,60.61,Moderate
1,8.09,86.76,83.85,87.46,80.93,Low
6,8.07,93.58,81.84,96.28,75.14,Low
8,7.86,100.0,90.86,98.72,80.97,Low
1,7.77,92.42,78.22,79.37,60.46,Moderate
4,8.99,88.67,83.9,96.27,77.78,Low
7,10.0,92.22,98.0,98.05,82.29,Low
2,7.62,70.23,81.62,85.1,75.33,Moderate
5,6.12,62.13,63.6,73.09,48.14,High
3,8.11,84.63,74.18,76.36,64.06,Low
3,8.44,85.21,73.8,81.45,60.77,Low
3,7.59,86.93,75.47,82.98,71.37,Moderate
8,7.8,73.04,66.47,78.15,50.6,Moderate
4,7.41,76.96,75.42,83.88,68.18,Moderate
5,8.32,100.0,81.48,89.18,77.62,Low
8,7.45,91.39,79.5,92.86,76.02,Low
4,7.46,65.23,67.26,72.88,62.54,Moderate
3,9.07,85.72,89.41,96.3,82.14,Low
3,7.89,98.61,85.98,90.93,75.62,Low
4,8.43,87.71,78.14,92.25,77.27,Low
3,7.12,84.51,62.85,69.11,54.52,Moderate
2,6.29,50.0,57.21,58.44,50.72,High
7,9.95,95.06,89.48,100.0,74.2,Low
7,7.95,88.23,86.79,100.0,80.85,Low
2,7.51,92.54,79.69,82.89,66.56,Low
3,7.27,97.74,81.12,89.34,68.26,Low
2,6.78,62.01,68.44,85.55,56.02,High
4,7.72,70.02,72.71,77.4,58.07,Moderate
6,6.58,69.86,78.31,88.4,65.73,High
7,6.42,77.56,69.22,79.9,61.55,High
7,8.44,74.23,91.25,94.26,85.06,Low
2,9.57,93.87,85.85,90.88,83.43,Low
1,8.08,60.86,78.65,89.53,67.19,Moderate
8,9.44,99.76,98.0,100.0,80.54,Low
4,6.42,82.29,65.71,72.08,55.89,Moderate
5,6.68,92.39,69.25,81.51,60.35,Moderate
3,9.2,98.96,95.75,100.0,86.61,Low
4,7.1,65.83,73.92,74.26,61.05,Moderate
2,5.38,61.42,57.87,66.63,46.61,High
3,8.54,68.41,86.57,96.48,75.83,Moderate
5,9.96,94.34,96.79,100.0,90.44,Low
3,9.07,97.0,88.57,100.0,74.58,Low
8,8.76,100.0,80.65,83.37,73.71,Low
4,10.0,100.0,94.77,96.19,86.26,Low
2,8.46,91.44,84.82,93.54,76.87,Low
8,10.0,77.81,89.37,95.75,84.14,Low
4,6.38,100.0,79.18,90.64,73.52,Moderate
4,8.94,100.0,97.1,100.0,88.68,Low
2,7.62,100.0,77.27,86.85,63.49,Low
2,5.63,94.08,60.82,69.52,55.21,High
6,6.12,100.0,83.53,88.91,70.25,Moderate
5,6.81,68.04,65.93,67.07,52.94,Moderate
3,6.41,85.48,52.97,56.32,41.62,High
2,7.79,68.2,73.2,84.73,65.01,Moderate
6,9.2,94.73,85.2,97.29,79.66,Low
5,9.14,85.44,85.13,86.01,68.8,Low
2,8.31,100.0,82.43,88.38,78.09,Low
4,4.98,50.0,38.76,51.52,30.87,High
8,7.49,84.39,59.86,60.63,52.18,High
8,8.86,100.0,98.0,100.0,91.94,Low
5,7.98,76.13,78.9,81.13,66.27,Moderate
1,7.26,55.61,79.74,87.07,70.89,High
1,9.01,77.74,93.74,100.0,87.04,Low
7,7.04,85.38,72.77,75.98,61.18,Moderate
6,9.11,74.33,98.0,100.0,86.03,Low
7,8.33,99.88,95.69,98.64,83.7,Low
7,8.24,82.67,85.77,92.84,74.23,Low
5,7.23,69.77,81.49,95.42,68.76,Moderate
7,8.16,83.52,74.76,87.01,67.63,Moderate
2,7.27,80.76,78.05,87.71,69.78,Moderate
5,8.84,95.97,84.13,97.98,71.35,Low
6,5.85,61.8,66.55,76.75,49.22,High
4,8.42,76.49,80.34,82.15,80.06,Moderate
7,7.21,75.56,74.84,85.49,69.79,Moderate
7,6.92,68.97,57.65,62.08,47.46,High
3,6.23,100.0,80.7,94.05,70.68,Moderate
5,5.35,66.86,55.32,65.17,49.81,High
2,8.87,99.15,77.47,85.46,63.8,Low
2,8.16,65.29,67.73,85.12,55.3,Moderate
5,9.14,100.0,83.2,93.92,72.95,Low
4,8.14,72.49,71.82,81.26,61.43,Moderate
8,7.08,64.57,69.99,80.82,61.28,High
8,8.62,84.82,94.96,100.0,84.42,Low
6,6.39,81.31,73.43,78.76,70.78,Moderate
7,6.6,56.57,48.65,57.64,38.01,High
5,8.24,85.77,94.28,100.0,91.23,Low
5,8.09,84.28,68.23,76.13,53.19,Low
7,7.83,86.44,82.15,89.82,70.28,Low
3,7.42,100.0,86.5,96.61,86.29,Low
4,7.06,68.28,68.68,84.62,68.03,Moderate
4,5.94,88.95,79.73,85.99,71.28,Moderate
2,7.07,94.7,71.42,79.18,60.68,Moderate
2,7.67,90.41,86.12,89.48,77.02,Low
2,8.1,86.37,77.78,84.59,65.8,Moderate
8,6.7,79.28,75.85,85.7,63.91,Moderate
6,8.56,95.53,97.6,100.0,85.62,Low
4,6.38,99.82,77.18,79.31,68.1,Low
5,8.06,86.34,76.62,81.87,68.32,Moderate
2,8.98,92.29,92.06,97.54,84.61,Low
2,9.67,100.0,86.27,90.22,78.31,Low
4,7.63,68.68,77.95,83.46,73.56,Moderate
3,10.0,87.94,98.0,100.0,95.0,Low
6,6.16,100.0,62.9,69.21,51.64,Moderate
7,7.95,77.43,82.04,91.32,72.35,Moderate
5,9.29,84.0,90.52,100.0,80.53,Low
5,10.0,100.0,95.07,100.0,79.32,Low
5,9.73,96.9,94.7,100.0,81.1,Low
8,6.47,75.8,62.74,69.96,56.27,High
7,9.89,81.41,81.54,87.28,74.0,Low
4,8.82,76.15,78.39,87.8,70.22,Low
7,5.71,67.47,55.58,65.82,49.37,High
7,6.08,51.15,49.48,53.01,33.91,High
7,6.73,60.08,58.65,72.25,43.7,High
3,6.35,95.69,62.54,66.07,56.37,Moderate
4,9.63,68.12,92.97,100.0,84.06,Low
5,7.03,100.0,66.61,76.64,63.1,Moderate
7,6.49,93.15,66.76,77.23,58.67,Moderate
8,7.0,90.5,62.35,71.65,61.64,Moderate
2,6.16,67.86,56.23,64.71,46.29,High
7,7.6,99.39,90.43,99.0,82.81,Low
8,9.33,91.78,88.17,93.63,77.97,Low
4,5.45,74.13,64.49,70.85,58.35,High
3,8.91,83.6,98.0,100.0,82.71,Low
1,5.98,51.65,63.13,76.6,59.56,High
4,7.15,87.04,64.22,70.7,60.52,Moderate
3,6.96,79.2,63.52,70.06,48.08,High
6,7.86,70.54,85.18,93.75,74.6,Moderate
5,4.64,55.85,39.54,49.45,28.31,High
3,6.33,75.92,75.11,80.22,72.73,Moderate
6,8.4,87.38,80.8,80.96,65.35,Low
5,7.98,94.35,91.87,95.11,83.94,Low
8,8.66,80.34,79.62,94.93,75.55,Moderate
1,8.74,74.5,66.98,72.42,60.52,Moderate
6,9.87,100.0,98.0,99.54,89.53,Low
2,7.31,99.11,84.4,95.37,78.55,Low
2,8.61,73.1,88.68,99.72,83.03,Low
4,7.29,78.05,75.67,80.12,68.16,Moderate
8,6.13,71.22,51.08,62.53,38.86,High
5,8.21,70.23,72.71,83.86,61.14,Moderate
3,7.49,73.29,77.44,88.98,64.39,Moderate
6,7.22,80.74,68.99,76.72,59.21,Moderate
3,9.05,100.0,90.4,98.38,89.54,Low
5,5.63,72.81,60.99,73.29,53.91,High
6,7.04,79.85,63.48,67.03,56.15,High
8,7.91,80.8,64.39,74.0,57.51,Moderate
7,6.81,78.71,64.28,72.11,55.5,Moderate
3,6.61,85.1,82.79,84.25,78.53,Moderate
5,7.84,100.0,82.33,88.15,68.85,Low
2,8.51,72.7,79.1,79.9,69.86,Low
6,6.8,85.46,58.63,69.27,51.17,High
8,6.98,87.14,66.71,82.29,56.7,Moderate
3,4.85,65.84,57.17,67.95,50.69,High
6,5.26,77.86,63.7,73.89,50.37,High
7,8.11,100.0,86.28,93.96,81.62,Low
2,8.59,94.26,91.79,99.78,81.15,Low
7,8.28,82.5,67.14,74.87,55.95,Moderate
6,5.47,64.78,56.98,62.98,46.81,High
6,8.31,94.87,78.24,83.0,71.1,Low
8,8.79,90.73,83.99,94.95,77.89,Low
4,9.25,89.59,98.0,100.0,84.11,Low
1,7.96,92.71,95.08,100.0,86.05,Low
6,6.33,80.44,57.01,62.05,40.21,High
4,7.85,78.32,76.96,81.46,76.77,Low
7,9.2,80.54,89.65,99.73,77.95,Low
8,7.09,76.96,70.14,83.59,59.29,Moderate
1,7.24,68.2,58.66,63.79,51.48,High
7,7.35,100.0,83.67,93.32,72.85,Low
7,7.67,75.41,69.35,71.23,58.84,Moderate
7,5.98,71.32,66.46,67.21,53.59,High
8,8.13,92.16,97.56,100.0,88.72,Low
7,7.32,86.94,87.78,94.13,78.67,Low
4,8.46,74.25,77.96,91.73,65.66,Moderate
6,6.78,64.14,61.01,71.83,48.89,High
8,9.45,99.58,98.0,100.0,86.49,Low
5,7.1,83.62,79.94,88.93,69.3,Moderate
7,5.89,87.01,70.18,79.22,62.7,Moderate
7,7.04,88.85,69.16,74.69,61.61,Moderate
7,6.1,67.13,60.85,74.77,39.73,High
7,7.88,80.89,74.03,77.14,69.86,Moderate
2,8.35,89.8,93.8,100.0,84.26,Low
4,6.44,88.56,77.78,85.43,68.58,Moderate
7,7.3,58.55,64.28,72.04,54.89,High
3,7.54,95.98,86.37,88.16,73.53,Low
5,8.54,69.08,77.82,84.23,67.95,Low
6,7.96,91.77,89.71,96.79,83.1,Low
4,8.41,65.3,82.46,86.57,73.29,Low
1,7.4,61.69,55.07,60.25,49.28,Moderate
8,8.09,63.99,72.0,77.85,62.12,Moderate
1,5.91,57.84,67.31,74.81,53.08,High
2,6.76,87.05,69.33,73.75,59.86,Moderate
4,10.0,100.0,92.36,99.17,84.73,Low
4,9.37,79.21,94.7,98.39,93.05,Low
4,6.04,62.98,56.34,64.31,46.18,High
7,7.4,67.02,83.27,89.31,68.8,Moderate
7,5.89,83.24,67.23,78.6,57.92,High
4,8.69,100.0,85.51,91.38,79.19,Low
5,7.5,87.72,76.76,87.72,69.17,Moderate
6,8.69,100.0,98.0,100.0,90.06,Low
2,6.4,90.45,71.28,78.24,66.65,Moderate
6,7.54,100.0,87.57,90.83,80.6,Low
1,6.6,73.73,53.05,58.94,46.36,High
5,9.02,85.34,78.46,84.63,75.22,Low
4,7.58,83.64,74.08,87.61,54.84,Moderate
4,5.92,75.02,63.52,76.56,50.59,High
4,6.52,90.39,60.33,64.03,49.61,Moderate
7,7.74,100.0,82.41,92.32,78.71,Low
2,7.55,74.46,71.01,79.0,65.34,Moderate
5,9.81,79.7,91.31,100.0,78.78,Low
2,8.48,78.26,77.54,86.09,67.6,Moderate
5,7.4,77.65,65.94,69.23,51.68,Moderate
3,9.02,94.98,96.77,100.0,86.66,Low
2,6.52,93.56,66.13,74.86,66.1,Moderate
7,8.56,98.8,94.44,100.0,82.06,Low
7,6.44,68.3,70.19,83.51,52.21,High
7,7.59,82.87,70.89,78.09,60.07,Moderate
4,8.21,74.23,87.34,96.24,87.15,Moderate
1,9.3,62.95,83.8,92.12,73.67,Low
6,8.11,87.59,85.96,99.0,68.82,Low
4,8.19,74.9,79.8,86.23,74.37,Moderate
6,6.36,60.04,62.91,67.85,59.89,High
2,9.73,100.0,98.0,100.0,87.0,Low
7,7.58,76.71,60.57,68.79,48.71,Moderate
4,9.28,97.24,86.74,91.52,78.9,Low
3,9.82,72.04,93.73,95.27,69.81,Low
8,7.29,93.05,72.47,83.17,65.51,Moderate
5,6.17,84.56,69.51,74.32,64.05,Moderate
3,6.86,100.0,75.31,83.13,66.5,Moderate
5,6.81,71.41,69.29,74.75,52.62,Moderate
4,6.91,64.03,56.06,67.54,49.96,High
7,7.28,92.52,71.61,75.59,58.04,Moderate
5,9.78,100.0,98.0,100.0,92.4,Low
7,7.17,67.23,77.54,81.04,71.94,Moderate
5,5.04,57.18,44.14,46.23,28.0,High
2,8.49,65.43,77.03,85.07,69.56,Moderate
2,7.21,78.82,76.42,86.48,72.4,Moderate
6,8.59,100.0,90.23,100.0,82.18,Low
2,7.94,58.62,79.88,89.5,78.13,Moderate
5,7.69,95.11,87.29,100.0,82.07,Low
7,7.87,74.57,79.24,86.44,69.69,Moderate
2,6.89,85.61,74.21,81.38,66.08,Moderate
8,8.19,69.41,92.51,100.0,85.9,Low
7,8.57,87.38,83.99,98.3,71.56,Low
5,7.47,100.0,86.94,99.67,86.85,Low
6,7.87,77.13,77.29,79.61,73.94,Moderate
5,6.3,74.34,74.55,74.66,68.63,Moderate
1,8.47,72.36,82.78,93.49,72.52,Moderate
8,5.97,91.97,73.97,88.13,62.58,Moderate
7,8.87,92.1,83.28,89.87,72.89,Low
6,7.71,70.24,68.97,84.74,55.12,Moderate
6,8.58,66.09,69.51,74.88,55.08,Moderate
5,6.23,88.72,58.21,66.79,45.85,High
2,7.9,67.3,78.89,85.64,71.33,Moderate
2,7.02,100.0,63.1,69.94,54.37,Moderate
5,9.04,76.21,84.1,100.0,77.52,Low
4,9.19,95.91,73.11,86.91,62.74,Low
3,9.09,87.18,81.36,95.87,72.41,Low
6,9.74,88.34,93.07,96.75,83.36,Low
5,7.59,100.0,77.58,83.64,63.81,Low
2,6.39,85.32,66.82,75.19,58.67,Moderate
6,6.85,66.29,56.42,61.09,44.74,High
7,8.56,83.66,82.08,83.17,81.85,Low
5,8.74,87.72,90.88,98.33,86.04,Low
7,8.41,98.61,98.0,100.0,86.43,Low
2,8.0,88.4,84.54,97.66,76.79,Low
2,8.9,66.76,87.37,94.85,79.18,Low
6,7.86,77.6,73.15,80.77,65.92,Moderate
5,6.47,81.42,58.7,62.59,47.37,High
5,9.27,72.26,93.46,94.14,74.41,Low
1,7.67,83.18,70.68,77.44,61.86,Moderate
3,7.38,99.94,96.55,100.0,87.49,Low
5,9.29,82.29,91.78,97.15,78.06,Low
8,8.27,81.84,72.18,75.18,63.57,Low
7,8.11,87.16,70.44,76.88,60.17,Moderate
6,6.78,79.86,68.77,69.63,62.67,Moderate
8,8.93,92.22,93.41,100.0,86.07,Low
4,6.8,77.81,72.34,81.99,64.93,Moderate
8,7.41,71.19,79.91,90.65,70.08,Moderate
6,5.03,71.83,59.77,71.3,50.81,High
6,10.0,98.5,98.0,100.0,89.64,Low
3,7.84,66.36,73.05,82.19,59.82,Moderate
1,6.4,75.64,64.47,71.69,55.34,High
2,8.14,73.9,77.81,85.94,69.6,Moderate
3,8.18,100.0,82.06,86.73,69.12,Low
5,6.19,62.17,65.07,75.09,57.43,High
4,8.61,98.46,82.06,87.99,65.27,Low
1,6.29,53.38,71.77,81.06,69.59,High
5,7.13,79.64,67.27,76.64,63.83,Moderate
1,6.4,66.07,79.2,87.85,67.91,Moderate
5,7.47,50.0,65.19,74.89,56.84,High
1,5.18,73.05,60.28,63.94,59.41,High
4,8.17,64.23,90.7,96.07,82.04,Low
3,8.67,100.0,76.73,83.38,69.97,Low
3,8.14,84.22,86.39,100.0,69.75,Low
1,7.59,74.24,63.73,75.98,50.99,Moderate
4,10.0,80.58,96.86,100.0,93.91,Low
3,8.96,85.54,98.0,100.0,87.92,Low
6,7.24,69.31,74.54,79.08,65.83,Moderate
1,7.77,94.28,72.79,79.5,53.35,Moderate
5,7.91,81.78,65.14,66.82,53.02,Low
6,7.65,87.49,94.49,100.0,94.11,Low
6,7.32,80.49,72.3,77.15,62.67,Moderate
3,6.33,71.26,71.38,83.14,64.43,High
3,6.79,96.37,91.85,100.0,81.32,Low
1,6.95,84.84,82.96,93.14,70.25,Moderate
3,6.91,93.23,75.3,82.28,66.42,Moderate
6,7.03,72.92,70.23,81.42,52.57,High
7,8.38,85.26,93.26,98.27,80.92,Low
1,9.96,78.15,95.42,99.76,86.15,Low
5,7.68,71.81,81.65,88.01,69.76,Moderate
7,7.42,68.0,70.42,77.57,62.32,Moderate
1,5.48,62.17,58.12,63.76,42.63,High
6,7.27,57.68,60.22,67.13,56.99,High
5,8.57,76.9,73.49,83.68,61.48,Moderate
7,7.7,84.42,76.81,86.48,72.22,Moderate
8,8.6,100.0,84.46,95.73,75.36,Low
3,7.26,91.07,64.61,76.29,47.09,Moderate
2,7.57,86.63,60.42,68.72,52.74,Moderate
4,7.18,70.49,67.77,78.22,56.74,Moderate
3,7.48,98.9,76.94,87.92,73.16,Low
1,9.18,77.65,87.2,94.23,77.48,Low
3,9.16,87.51,98.0,100.0,88.19,Low
5,6.4,83.05,77.81,87.76,69.92,Moderate
2,8.05,84.92,87.24,96.26,77.55,Low
1,9.25,89.61,92.48,100.0,79.55,Low
8,6.29,57.64,54.34,59.63,48.77,High
1,7.59,84.96,79.24,88.24,69.03,Moderate
3,8.49,62.36,82.29,87.61,71.67,Moderate
4,8.96,92.76,98.0,100.0,90.42,Low
7,7.65,94.34,74.05,78.95,60.99,Low
